University ID,University Name,Official Website,Email (Inquiry),Phone Number,Address,Country,State,City,Zip Code,Latitude,Longitude,Campus Type,Established,Programs Offered -Undergraduate,duration of undergraduation course,Programs Offered-Postgraduate,duration of postgraduation course,Programs Offered -PhD,duration of phd course,Programs Offered-Diploma,duration of diploma course,Programs Offered Online courses,duration of online course,Popular Courses,Admission Req,CGPA,IELTS,SAT/GRE/GMAT,Deadline (Sem 1),Academic Calendar,Medium,Tuition Fee (Annual),Living Cost (Annual),Total Estimated Cost,Scholarships,Intl Services,Accommodation,Airport Pickup,Pre-arrival,Documents Required,Image URL,Program Level,Course
00121B,University of South Australia,https://www.unisa.edu.au,international.enquiries@unisa.edu.au,+61 8 8302 6611,North Terrace,Australia,South Australia,Adelaide,5000,-34.9222,138.591,Urban,1991,"Bachelor of Nursing, Bachelor of Engineering (Honours), Bachelor of Computer Science, Bachelor of Business, Bachelor of Arts, Bachelor of Science, Bachelor of Psychological Science, Bachelor of Education (Primary), Bachelor of Design, Bachelor of Laws (LLB), Bachelor of Biomedical Science, Bachelor of Physiotherapy, Bachelor of Social Work, Bachelor of Communication",3-4 Years,"Master of Business Administration (MBA), Master of Data Science, Master of Cybersecurity, Master of Public Health, Master of Professional Accounting, Master of Information Technology, Master of Engineering, Master of Education, Master of Social Work, Master of Architecture, Master of Finance, Master of Management, Master of Artificial Intelligence, Juris Doctor (JD)",1.5-2 Years,"Doctor of Philosophy (PhD) in Health, Engineering, Science, Arts, Education, Business, Law, IT, Psychology, Environmental Science, Creative Arts",3-4 Years,"Diploma of Business, Diploma of Information Technology, Diploma of Nursing, Diploma of Health Science, Diploma of Leadership and Management, Diploma of Arts, Diploma of Engineering",1 Year,"MBA (Online), Master of Data Science (Online), Master of Education (Online), Master of Public Health (Online), Bachelor of Business (Online), Bachelor of IT (Online), Graduate Certificate in Cyber Security",0.5-3 Years,"Aviation, Nursing, Pharmacy",High School Certificate / Bachelor Degree,2.5/4.0,6.5,Not Required,January 15,"Semester 1 (Feb), Semester 2 (July)",English,32000 AUD,21041 AUD,53041 AUD,Vice-Chancellor's International Excellence Scholarship,UniSA International Support,"Student Hostels, Private Rentals",Yes,Yes,"Transcripts, Passport, IELTS",https://upload.wikimedia.org/wikipedia/commons/e/ec/University_of_South_Australia_City_East_Campus.jpg,PhD,IT
00121B,University of South Australia,https://www.unisa.edu.au,international.enquiries@unisa.edu.au,+61 8 8302 6611,North Terrace,Australia,South Australia,Adelaide,5000,-34.9222,138.591,Urban,1991,"Bachelor of Nursing, Bachelor of Engineering (Honours), Bachelor of Computer Science, Bachelor of Business, Bachelor of Arts, Bachelor of Science, Bachelor of Psychological Science, Bachelor of Education (Primary), Bachelor of Design, Bachelor of Laws (LLB), Bachelor of Biomedical Science, Bachelor of Physiotherapy, Bachelor of Social Work, Bachelor of Communication",3-4 Years,"Master of Business Administration (MBA), Master of Data Science, Master of Cybersecurity, Master of Public Health, Master of Professional Accounting, Master of Information Technology, Master of Engineering, Master of Education, Master of Social Work, Master of Architecture, Master of Finance, Master of Management, Master of Artificial Intelligence, Juris Doctor (JD)",1.5-2 Years,"Doctor of Philosophy (PhD) in Health, Engineering, Science, Arts, Education, Business, Law, IT, Psychology, Environmental Science, Creative Arts",3-4 Years,"Diploma of Business, Diploma of Information Technology, Diploma of Nursing, Diploma of Health Science, Diploma of Leadership and Management, Diploma of Arts, Diploma of Engineering",1 Year,"MBA (Online), Master of Data Science (Online), Master of Education (Online), Master of Public Health (Online), Bachelor of Business (Online), Bachelor of IT (Online), Graduate Certificate in Cyber Security",0.5-3 Years,"Aviation, Nursing, Pharmacy",High School Certificate / Bachelor Degree,2.5/4.0,6.5,Not Required,January 15,"Semester 1 (Feb), Semester 2 (July)",English,32000 AUD,21041 AUD,53041 AUD,Vice-Chancellor's International Excellence Scholarship,UniSA International Support,"Student Hostels, Private Rentals",Yes,Yes,"Transcripts, Passport, IELTS",https://upload.wikimedia.org/wikipedia/commons/e/ec/University_of_South_Australia_City_East_Campus.jpg,PhD,Psychology
00121B,University of South Australia,https://www.unisa.edu.au,international.enquiries@unisa.edu.au,+61 8 8302 6611,North Terrace,Australia,South Australia,Adelaide,5000,-34.9222,138.591,Urban,1991,"Bachelor of Nursing, Bachelor of Engineering (Honours), Bachelor of Computer Science, Bachelor of Business, Bachelor of Arts, Bachelor of Science, Bachelor of Psychological Science, Bachelor of Education (Primary), Bachelor of Design, Bachelor of Laws (LLB), Bachelor of Biomedical Science, Bachelor of Physiotherapy, Bachelor of Social Work, Bachelor of Communication",3-4 Years,"Master of Business Administration (MBA), Master of Data Science, Master of Cybersecurity, Master of Public Health, Master of Professional Accounting, Master of Information Technology, Master of Engineering, Master of Education, Master of Social Work, Master of Architecture, Master of Finance, Master of Management, Master of Artificial Intelligence, Juris Doctor (JD)",1.5-2 Years,"Doctor of Philosophy (PhD) in Health, Engineering, Science, Arts, Education, Business, Law, IT, Psychology, Environmental Science, Creative Arts",3-4 Years,"Diploma of Business, Diploma of Information Technology, Diploma of Nursing, Diploma of Health Science, Diploma of Leadership and Management, Diploma of Arts, Diploma of Engineering",1 Year,"MBA (Online), Master of Data Science (Online), Master of Education (Online), Master of Public Health (Online), Bachelor of Business (Online), Bachelor of IT (Online), Graduate Certificate in Cyber Security",0.5-3 Years,"Aviation, Nursing, Pharmacy",High School Certificate / Bachelor Degree,2.5/4.0,6.5,Not Required,January 15,"Semester 1 (Feb), Semester 2 (July)",English,32000 AUD,21041 AUD,53041 AUD,Vice-Chancellor's International Excellence Scholarship,UniSA International Support,"Student Hostels, Private Rentals",Yes,Yes,"Transcripts, Passport, IELTS",https://upload.wikimedia.org/wikipedia/commons/e/ec/University_of_South_Australia_City_East_Campus.jpg,PhD,Environmental Science
00121B,University of South Australia,https://www.unisa.edu.au,international.enquiries@unisa.edu.au,+61 8 8302 6611,North Terrace,Australia,South Australia,Adelaide,5000,-34.9222,138.591,Urban,1991,"Bachelor of Nursing, Bachelor of Engineering (Honours), Bachelor of Computer Science, Bachelor of Business, Bachelor of Arts, Bachelor of Science, Bachelor of Psychological Science, Bachelor of Education (Primary), Bachelor of Design, Bachelor of Laws (LLB), Bachelor of Biomedical Science, Bachelor of Physiotherapy, Bachelor of Social Work, Bachelor of Communication",3-4 Years,"Master of Business Administration (MBA), Master of Data Science, Master of Cybersecurity, Master of Public Health, Master of Professional Accounting, Master of Information Technology, Master of Engineering, Master of Education, Master of Social Work, Master of Architecture, Master of Finance, Master of Management, Master of Artificial Intelligence, Juris Doctor (JD)",1.5-2 Years,"Doctor of Philosophy (PhD) in Health, Engineering, Science, Arts, Education, Business, Law, IT, Psychology, Environmental Science, Creative Arts",3-4 Years,"Diploma of Business, Diploma of Information Technology, Diploma of Nursing, Diploma of Health Science, Diploma of Leadership and Management, Diploma of Arts, Diploma of Engineering",1 Year,"MBA (Online), Master of Data Science (Online), Master of Education (Online), Master of Public Health (Online), Bachelor of Business (Online), Bachelor of IT (Online), Graduate Certificate in Cyber Security",0.5-3 Years,"Aviation, Nursing, Pharmacy",High School Certificate / Bachelor Degree,2.5/4.0,6.5,Not Required,January 15,"Semester 1 (Feb), Semester 2 (July)",English,32000 AUD,21041 AUD,53041 AUD,Vice-Chancellor's International Excellence Scholarship,UniSA International Support,"Student Hostels, Private Rentals",Yes,Yes,"Transcripts, Passport, IELTS",https://upload.wikimedia.org/wikipedia/commons/e/ec/University_of_South_Australia_City_East_Campus.jpg,PhD,Creative Arts
00121B,University of South Australia,https://www.unisa.edu.au,international.enquiries@unisa.edu.au,+61 8 8302 6611,North Terrace,Australia,South Australia,Adelaide,5000,-34.9222,138.591,Urban,1991,"Bachelor of Nursing, Bachelor of Engineering (Honours), Bachelor of Computer Science, Bachelor of Business, Bachelor of Arts, Bachelor of Science, Bachelor of Psychological Science, Bachelor of Education (Primary), Bachelor of Design, Bachelor of Laws (LLB), Bachelor of Biomedical Science, Bachelor of Physiotherapy, Bachelor of Social Work, Bachelor of Communication",3-4 Years,"Master of Business Administration (MBA), Master of Data Science, Master of Cybersecurity, Master of Public Health, Master of Professional Accounting, Master of Information Technology, Master of Engineering, Master of Education, Master of Social Work, Master of Architecture, Master of Finance, Master of Management, Master of Artificial Intelligence, Juris Doctor (JD)",1.5-2 Years,"Doctor of Philosophy (PhD) in Health, Engineering, Science, Arts, Education, Business, Law, IT, Psychology, Environmental Science, Creative Arts",3-4 Years,"Diploma of Business, Diploma of Information Technology, Diploma of Nursing, Diploma of Health Science, Diploma of Leadership and Management, Diploma of Arts, Diploma of Engineering",1 Year,"MBA (Online), Master of Data Science (Online), Master of Education (Online), Master of Public Health (Online), Bachelor of Business (Online), Bachelor of IT (Online), Graduate Certificate in Cyber Security",0.5-3 Years,"Aviation, Nursing, Pharmacy",High School Certificate / Bachelor Degree,2.5/4.0,6.5,Not Required,January 15,"Semester 1 (Feb), Semester 2 (July)",English,32000 AUD,21041 AUD,53041 AUD,Vice-Chancellor's International Excellence Scholarship,UniSA International Support,"Student Hostels, Private Rentals",Yes,Yes,"Transcripts, Passport, IELTS",https://upload.wikimedia.org/wikipedia/commons/e/ec/University_of_South_Australia_City_East_Campus.jpg,Diploma,Diploma of Business
00121B,University of South Australia,https://www.unisa.edu.au,international.enquiries@unisa.edu.au,+61 8 8302 6611,North Terrace,Australia,South Australia,Adelaide,5000,-34.9222,138.591,Urban,1991,"Bachelor of Nursing, Bachelor of Engineering (Honours), Bachelor of Computer Science, Bachelor of Business, Bachelor of Arts, Bachelor of Science, Bachelor of Psychological Science, Bachelor of Education (Primary), Bachelor of Design, Bachelor of Laws (LLB), Bachelor of Biomedical Science, Bachelor of Physiotherapy, Bachelor of Social Work, Bachelor of Communication",3-4 Years,"Master of Business Administration (MBA), Master of Data Science, Master of Cybersecurity, Master of Public Health, Master of Professional Accounting, Master of Information Technology, Master of Engineering, Master of Education, Master of Social Work, Master of Architecture, Master of Finance, Master of Management, Master of Artificial Intelligence, Juris Doctor (JD)",1.5-2 Years,"Doctor of Philosophy (PhD) in Health, Engineering, Science, Arts, Education, Business, Law, IT, Psychology, Environmental Science, Creative Arts",3-4 Years,"Diploma of Business, Diploma of Information Technology, Diploma of Nursing, Diploma of Health Science, Diploma of Leadership and Management, Diploma of Arts, Diploma of Engineering",1 Year,"MBA (Online), Master of Data Science (Online), Master of Education (Online), Master of Public Health (Online), Bachelor of Business (Online), Bachelor of IT (Online), Graduate Certificate in Cyber Security",0.5-3 Years,"Aviation, Nursing, Pharmacy",High School Certificate / Bachelor Degree,2.5/4.0,6.5,Not Required,January 15,"Semester 1 (Feb), Semester 2 (July)",English,32000 AUD,21041 AUD,53041 AUD,Vice-Chancellor's International Excellence Scholarship,UniSA International Support,"Student Hostels, Private Rentals",Yes,Yes,"Transcripts, Passport, IELTS",https://upload.wikimedia.org/wikipedia/commons/e/ec/University_of_South_Australia_City_East_Campus.jpg,Diploma,Diploma of Information Technology
00121B,University of South Australia,https://www.unisa.edu.au,international.enquiries@unisa.edu.au,+61 8 8302 6611,North Terrace,Australia,South Australia,Adelaide,5000,-34.9222,138.591,Urban,1991,"Bachelor of Nursing, Bachelor of Engineering (Honours), Bachelor of Computer Science, Bachelor of Business, Bachelor of Arts, Bachelor of Science, Bachelor of Psychological Science, Bachelor of Education (Primary), Bachelor of Design, Bachelor of Laws (LLB), Bachelor of Biomedical Science, Bachelor of Physiotherapy, Bachelor of Social Work, Bachelor of Communication",3-4 Years,"Master of Business Administration (MBA), Master of Data Science, Master of Cybersecurity, Master of Public Health, Master of Professional Accounting, Master of Information Technology, Master of Engineering, Master of Education, Master of Social Work, Master of Architecture, Master of Finance, Master of Management, Master of Artificial Intelligence, Juris Doctor (JD)",1.5-2 Years,"Doctor of Philosophy (PhD) in Health, Engineering, Science, Arts, Education, Business, Law, IT, Psychology, Environmental Science, Creative Arts",3-4 Years,"Diploma of Business, Diploma of Information Technology, Diploma of Nursing, Diploma of Health Science, Diploma of Leadership and Management, Diploma of Arts, Diploma of Engineering",1 Year,"MBA (Online), Master of Data Science (Online), Master of Education (Online), Master of Public Health (Online), Bachelor of Business (Online), Bachelor of IT (Online), Graduate Certificate in Cyber Security",0.5-3 Years,"Aviation, Nursing, Pharmacy",High School Certificate / Bachelor Degree,2.5/4.0,6.5,Not Required,January 15,"Semester 1 (Feb), Semester 2 (July)",English,32000 AUD,21041 AUD,53041 AUD,Vice-Chancellor's International Excellence Scholarship,UniSA International Support,"Student Hostels, Private Rentals",Yes,Yes,"Transcripts, Passport, IELTS",https://upload.wikimedia.org/wikipedia/commons/e/ec/University_of_South_Australia_City_East_Campus.jpg,Diploma,Diploma of Nursing
00121B,University of South Australia,https://www.unisa.edu.au,international.enquiries@unisa.edu.au,+61 8 8302 6611,North Terrace,Australia,South Australia,Adelaide,5000,-34.9222,138.591,Urban,1991,"Bachelor of Nursing, Bachelor of Engineering (Honours), Bachelor of Computer Science, Bachelor of Business, Bachelor of Arts, Bachelor of Science, Bachelor of Psychological Science, Bachelor of Education (Primary), Bachelor of Design, Bachelor of Laws (LLB), Bachelor of Biomedical Science, Bachelor of Physiotherapy, Bachelor of Social Work, Bachelor of Communication",3-4 Years,"Master of Business Administration (MBA), Master of Data Science, Master of Cybersecurity, Master of Public Health, Master of Professional Accounting, Master of Information Technology, Master of Engineering, Master of Education, Master of Social Work, Master of Architecture, Master of Finance, Master of Management, Master of Artificial Intelligence, Juris Doctor (JD)",1.5-2 Years,"Doctor of Philosophy (PhD) in Health, Engineering, Science, Arts, Education, Business, Law, IT, Psychology, Environmental Science, Creative Arts",3-4 Years,"Diploma of Business, Diploma of Information Technology, Diploma of Nursing, Diploma of Health Science, Diploma of Leadership and Management, Diploma of Arts, Diploma of Engineering",1 Year,"MBA (Online), Master of Data Science (Online), Master of Education (Online), Master of Public Health (Online), Bachelor of Business (Online), Bachelor of IT (Online), Graduate Certificate in Cyber Security",0.5-3 Years,"Aviation, Nursing, Pharmacy",High School Certificate / Bachelor Degree,2.5/4.0,6.5,Not Required,January 15,"Semester 1 (Feb), Semester 2 (July)",English,32000 AUD,21041 AUD,53041 AUD,Vice-Chancellor's International Excellence Scholarship,UniSA International Support,"Student Hostels, Private Rentals",Yes,Yes,"Transcripts, Passport, IELTS",https://upload.wikimedia.org/wikipedia/commons/e/ec/University_of_South_Australia_City_East_Campus.jpg,Diploma,Diploma of Health Science
00121B,University of South Australia,https://www.unisa.edu.au,international.enquiries@unisa.edu.au,+61 8 8302 6611,North Terrace,Australia,South Australia,Adelaide,5000,-34.9222,138.591,Urban,1991,"Bachelor of Nursing, Bachelor of Engineering (Honours), Bachelor of Computer Science, Bachelor of Business, Bachelor of Arts, Bachelor of Science, Bachelor of Psychological Science, Bachelor of Education (Primary), Bachelor of Design, Bachelor of Laws (LLB), Bachelor of Biomedical Science, Bachelor of Physiotherapy, Bachelor of Social Work, Bachelor of Communication",3-4 Years,"Master of Business Administration (MBA), Master of Data Science, Master of Cybersecurity, Master of Public Health, Master of Professional Accounting, Master of Information Technology, Master of Engineering, Master of Education, Master of Social Work, Master of Architecture, Master of Finance, Master of Management, Master of Artificial Intelligence, Juris Doctor (JD)",1.5-2 Years,"Doctor of Philosophy (PhD) in Health, Engineering, Science, Arts, Education, Business, Law, IT, Psychology, Environmental Science, Creative Arts",3-4 Years,"Diploma of Business, Diploma of Information Technology, Diploma of Nursing, Diploma of Health Science, Diploma of Leadership and Management, Diploma of Arts, Diploma of Engineering",1 Year,"MBA (Online), Master of Data Science (Online), Master of Education (Online), Master of Public Health (Online), Bachelor of Business (Online), Bachelor of IT (Online), Graduate Certificate in Cyber Security",0.5-3 Years,"Aviation, Nursing, Pharmacy",High School Certificate / Bachelor Degree,2.5/4.0,6.5,Not Required,January 15,"Semester 1 (Feb), Semester 2 (July)",English,32000 AUD,21041 AUD,53041 AUD,Vice-Chancellor's International Excellence Scholarship,UniSA International Support,"Student Hostels, Private Rentals",Yes,Yes,"Transcripts, Passport, IELTS",https://upload.wikimedia.org/wikipedia/commons/e/ec/University_of_South_Australia_City_East_Campus.jpg,Diploma,Diploma of Leadership and Management
00121B,University of South Australia,https://www.unisa.edu.au,international.enquiries@unisa.edu.au,+61 8 8302 6611,North Terrace,Australia,South Australia,Adelaide,5000,-34.9222,138.591,Urban,1991,"Bachelor of Nursing, Bachelor of Engineering (Honours), Bachelor of Computer Science, Bachelor of Business, Bachelor of Arts, Bachelor of Science, Bachelor of Psychological Science, Bachelor of Education (Primary), Bachelor of Design, Bachelor of Laws (LLB), Bachelor of Biomedical Science, Bachelor of Physiotherapy, Bachelor of Social Work, Bachelor of Communication",3-4 Years,"Master of Business Administration (MBA), Master of Data Science, Master of Cybersecurity, Master of Public Health, Master of Professional Accounting, Master of Information Technology, Master of Engineering, Master of Education, Master of Social Work, Master of Architecture, Master of Finance, Master of Management, Master of Artificial Intelligence, Juris Doctor (JD)",1.5-2 Years,"Doctor of Philosophy (PhD) in Health, Engineering, Science, Arts, Education, Business, Law, IT, Psychology, Environmental Science, Creative Arts",3-4 Years,"Diploma of Business, Diploma of Information Technology, Diploma of Nursing, Diploma of Health Science, Diploma of Leadership and Management, Diploma of Arts, Diploma of Engineering",1 Year,"MBA (Online), Master of Data Science (Online), Master of Education (Online), Master of Public Health (Online), Bachelor of Business (Online), Bachelor of IT (Online), Graduate Certificate in Cyber Security",0.5-3 Years,"Aviation, Nursing, Pharmacy",High School Certificate / Bachelor Degree,2.5/4.0,6.5,Not Required,January 15,"Semester 1 (Feb), Semester 2 (July)",English,32000 AUD,21041 AUD,53041 AUD,Vice-Chancellor's International Excellence Scholarship,UniSA International Support,"Student Hostels, Private Rentals",Yes,Yes,"Transcripts, Passport, IELTS",https://upload.wikimedia.org/wikipedia/commons/e/ec/University_of_South_Australia_City_East_Campus.jpg,Diploma,Diploma of Arts
00121B,University of South Australia,https://www.unisa.edu.au,international.enquiries@unisa.edu.au,+61 8 8302 6611,North Terrace,Australia,South Australia,Adelaide,5000,-34.9222,138.591,Urban,1991,"Bachelor of Nursing, Bachelor of Engineering (Honours), Bachelor of Computer Science, Bachelor of Business, Bachelor of Arts, Bachelor of Science, Bachelor of Psychological Science, Bachelor of Education (Primary), Bachelor of Design, Bachelor of Laws (LLB), Bachelor of Biomedical Science, Bachelor of Physiotherapy, Bachelor of Social Work, Bachelor of Communication",3-4 Years,"Master of Business Administration (MBA), Master of Data Science, Master of Cybersecurity, Master of Public Health, Master of Professional Accounting, Master of Information Technology, Master of Engineering, Master of Education, Master of Social Work, Master of Architecture, Master of Finance, Master of Management, Master of Artificial Intelligence, Juris Doctor (JD)",1.5-2 Years,"Doctor of Philosophy (PhD) in Health, Engineering, Science, Arts, Education, Business, Law, IT, Psychology, Environmental Science, Creative Arts",3-4 Years,"Diploma of Business, Diploma of Information Technology, Diploma of Nursing, Diploma of Health Science, Diploma of Leadership and Management, Diploma of Arts, Diploma of Engineering",1 Year,"MBA (Online), Master of Data Science (Online), Master of Education (Online), Master of Public Health (Online), Bachelor of Business (Online), Bachelor of IT (Online), Graduate Certificate in Cyber Security",0.5-3 Years,"Aviation, Nursing, Pharmacy",High School Certificate / Bachelor Degree,2.5/4.0,6.5,Not Required,January 15,"Semester 1 (Feb), Semester 2 (July)",English,32000 AUD,21041 AUD,53041 AUD,Vice-Chancellor's International Excellence Scholarship,UniSA International Support,"Student Hostels, Private Rentals",Yes,Yes,"Transcripts, Passport, IELTS",https://upload.wikimedia.org/wikipedia/commons/e/ec/University_of_South_Australia_City_East_Campus.jpg,Diploma,Diploma of Engineering
00121B,University of South Australia,https://www.unisa.edu.au,international.enquiries@unisa.edu.au,+61 8 8302 6611,North Terrace,Australia,South Australia,Adelaide,5000,-34.9222,138.591,Urban,1991,"Bachelor of Nursing, Bachelor of Engineering (Honours), Bachelor of Computer Science, Bachelor of Business, Bachelor of Arts, Bachelor of Science, Bachelor of Psychological Science, Bachelor of Education (Primary), Bachelor of Design, Bachelor of Laws (LLB), Bachelor of Biomedical Science, Bachelor of Physiotherapy, Bachelor of Social Work, Bachelor of Communication",3-4 Years,"Master of Business Administration (MBA), Master of Data Science, Master of Cybersecurity, Master of Public Health, Master of Professional Accounting, Master of Information Technology, Master of Engineering, Master of Education, Master of Social Work, Master of Architecture, Master of Finance, Master of Management, Master of Artificial Intelligence, Juris Doctor (JD)",1.5-2 Years,"Doctor of Philosophy (PhD) in Health, Engineering, Science, Arts, Education, Business, Law, IT, Psychology, Environmental Science, Creative Arts",3-4 Years,"Diploma of Business, Diploma of Information Technology, Diploma of Nursing, Diploma of Health Science, Diploma of Leadership and Management, Diploma of Arts, Diploma of Engineering",1 Year,"MBA (Online), Master of Data Science (Online), Master of Education (Online), Master of Public Health (Online), Bachelor of Business (Online), Bachelor of IT (Online), Graduate Certificate in Cyber Security",0.5-3 Years,"Aviation, Nursing, Pharmacy",High School Certificate / Bachelor Degree,2.5/4.0,6.5,Not Required,January 15,"Semester 1 (Feb), Semester 2 (July)",English,32000 AUD,21041 AUD,53041 AUD,Vice-Chancellor's International Excellence Scholarship,UniSA International Support,"Student Hostels, Private Rentals",Yes,Yes,"Transcripts, Passport, IELTS",https://upload.wikimedia.org/wikipedia/commons/e/ec/University_of_South_Australia_City_East_Campus.jpg,Online,MBA (Online)
00121B,University of South Australia,https://www.unisa.edu.au,international.enquiries@unisa.edu.au,+61 8 8302 6611,North Terrace,Australia,South Australia,Adelaide,5000,-34.9222,138.591,Urban,1991,"Bachelor of Nursing, Bachelor of Engineering (Honours), Bachelor of Computer Science, Bachelor of Business, Bachelor of Arts, Bachelor of Science, Bachelor of Psychological Science, Bachelor of Education (Primary), Bachelor of Design, Bachelor of Laws (LLB), Bachelor of Biomedical Science, Bachelor of Physiotherapy, Bachelor of Social Work, Bachelor of Communication",3-4 Years,"Master of Business Administration (MBA), Master of Data Science, Master of Cybersecurity, Master of Public Health, Master of Professional Accounting, Master of Information Technology, Master of Engineering, Master of Education, Master of Social Work, Master of Architecture, Master of Finance, Master of Management, Master of Artificial Intelligence, Juris Doctor (JD)",1.5-2 Years,"Doctor of Philosophy (PhD) in Health, Engineering, Science, Arts, Education, Business, Law, IT, Psychology, Environmental Science, Creative Arts",3-4 Years,"Diploma of Business, Diploma of Information Technology, Diploma of Nursing, Diploma of Health Science, Diploma of Leadership and Management, Diploma of Arts, Diploma of Engineering",1 Year,"MBA (Online), Master of Data Science (Online), Master of Education (Online), Master of Public Health (Online), Bachelor of Business (Online), Bachelor of IT (Online), Graduate Certificate in Cyber Security",0.5-3 Years,"Aviation, Nursing, Pharmacy",High School Certificate / Bachelor Degree,2.5/4.0,6.5,Not Required,January 15,"Semester 1 (Feb), Semester 2 (July)",English,32000 AUD,21041 AUD,53041 AUD,Vice-Chancellor's International Excellence Scholarship,UniSA International Support,"Student Hostels, Private Rentals",Yes,Yes,"Transcripts, Passport, IELTS",https://upload.wikimedia.org/wikipedia/commons/e/ec/University_of_South_Australia_City_East_Campus.jpg,Online,Master of Data Science (Online)
00121B,University of South Australia,https://www.unisa.edu.au,international.enquiries@unisa.edu.au,+61 8 8302 6611,North Terrace,Australia,South Australia,Adelaide,5000,-34.9222,138.591,Urban,1991,"Bachelor of Nursing, Bachelor of Engineering (Honours), Bachelor of Computer Science, Bachelor of Business, Bachelor of Arts, Bachelor of Science, Bachelor of Psychological Science, Bachelor of Education (Primary), Bachelor of Design, Bachelor of Laws (LLB), Bachelor of Biomedical Science, Bachelor of Physiotherapy, Bachelor of Social Work, Bachelor of Communication",3-4 Years,"Master of Business Administration (MBA), Master of Data Science, Master of Cybersecurity, Master of Public Health, Master of Professional Accounting, Master of Information Technology, Master of Engineering, Master of Education, Master of Social Work, Master of Architecture, Master of Finance, Master of Management, Master of Artificial Intelligence, Juris Doctor (JD)",1.5-2 Years,"Doctor of Philosophy (PhD) in Health, Engineering, Science, Arts, Education, Business, Law, IT, Psychology, Environmental Science, Creative Arts",3-4 Years,"Diploma of Business, Diploma of Information Technology, Diploma of Nursing, Diploma of Health Science, Diploma of Leadership and Management, Diploma of Arts, Diploma of Engineering",1 Year,"MBA (Online), Master of Data Science (Online), Master of Education (Online), Master of Public Health (Online), Bachelor of Business (Online), Bachelor of IT (Online), Graduate Certificate in Cyber Security",0.5-3 Years,"Aviation, Nursing, Pharmacy",High School Certificate / Bachelor Degree,2.5/4.0,6.5,Not Required,January 15,"Semester 1 (Feb), Semester 2 (July)",English,32000 AUD,21041 AUD,53041 AUD,Vice-Chancellor's International Excellence Scholarship,UniSA International Support,"Student Hostels, Private Rentals",Yes,Yes,"Transcripts, Passport, IELTS",https://upload.wikimedia.org/wikipedia/commons/e/ec/University_of_South_Australia_City_East_Campus.jpg,Online,Master of Education (Online)
00121B,University of South Australia,https://www.unisa.edu.au,international.enquiries@unisa.edu.au,+61 8 8302 6611,North Terrace,Australia,South Australia,Adelaide,5000,-34.9222,138.591,Urban,1991,"Bachelor of Nursing, Bachelor of Engineering (Honours), Bachelor of Computer Science, Bachelor of Business, Bachelor of Arts, Bachelor of Science, Bachelor of Psychological Science, Bachelor of Education (Primary), Bachelor of Design, Bachelor of Laws (LLB), Bachelor of Biomedical Science, Bachelor of Physiotherapy, Bachelor of Social Work, Bachelor of Communication",3-4 Years,"Master of Business Administration (MBA), Master of Data Science, Master of Cybersecurity, Master of Public Health, Master of Professional Accounting, Master of Information Technology, Master of Engineering, Master of Education, Master of Social Work, Master of Architecture, Master of Finance, Master of Management, Master of Artificial Intelligence, Juris Doctor (JD)",1.5-2 Years,"Doctor of Philosophy (PhD) in Health, Engineering, Science, Arts, Education, Business, Law, IT, Psychology, Environmental Science, Creative Arts",3-4 Years,"Diploma of Business, Diploma of Information Technology, Diploma of Nursing, Diploma of Health Science, Diploma of Leadership and Management, Diploma of Arts, Diploma of Engineering",1 Year,"MBA (Online), Master of Data Science (Online), Master of Education (Online), Master of Public Health (Online), Bachelor of Business (Online), Bachelor of IT (Online), Graduate Certificate in Cyber Security",0.5-3 Years,"Aviation, Nursing, Pharmacy",High School Certificate / Bachelor Degree,2.5/4.0,6.5,Not Required,January 15,"Semester 1 (Feb), Semester 2 (July)",English,32000 AUD,21041 AUD,53041 AUD,Vice-Chancellor's International Excellence Scholarship,UniSA International Support,"Student Hostels, Private Rentals",Yes,Yes,"Transcripts, Passport, IELTS",https://upload.wikimedia.org/wikipedia/commons/e/ec/University_of_South_Australia_City_East_Campus.jpg,Online,Master of Public Health (Online)
